,url_host_name,sample_path,Month
21,www.diarioelpulso.cl,/2020/03/19/gobierno-anuncia-medidas-economicas-para-proteger-a-las-familias-de-chile-por-el-impacto-del-covid-19/,May
22,www.aimchile.cl,/2020/03/19/noticias/conoce-las-medidas-economicas-anunciadas-por-el-gobierno-ante-el-impacto-del-covid-19/,March
23,casino.buzz,/2020/03/20/aga-ceo-statement-on-economic-impact-of-covid-19-on-u-s-casino-gaming-industry/,May
24,williamwhite.ca,/2020/03/22/economic-and-financial-impact-of-the-covid-19-pandemic/,November
25,www.theborneopost.com,/2020/03/23/pm-announces-four-measures-to-help-malaysians-face-covid-19-economic-woes/youtube.com/channel/UCcMm0mG5zCgIDJSkXLc7nyg,July
26,dave-newnham.blog,/2020/03/24/covid-19-and-economic-lessons-from-previous-pandemics/,March
27,mysteryofiniquity.blog,/2020/03/24/david-icke-on-the-coronavirus-pandemic-covid-19-lockdown-the-economic-crash/,March
28,revistaempreende.com.br,/2020/03/24/medidas-economicas-buscam-minimizar-crise-por-covid-19/,March
29,diariolaquinta.cl,/2020/03/25/concejo-municipal-de-valparaiso-solicita-medidas-economicas-al-gobierno-para-enfrentar-el-covid-19/,March
30,www.welcomeplanet.com.br,/2020/03/25/empresarias-realizam-vaquinha-on-line-para-combater-os-impactos-economicos-do-covid-19/,March
31,www.welcomeplanet.com.br,/2020/03/25/empresarias-realizam-vaquinha-on-line-para-combater-os-impactos-economicos-do-covid-19/http:/www.escolaleaomarinho.com.br/,March
32,www.welcomeplanet.com.br,/2020/03/25/empresarias-realizam-vaquinha-on-line-para-combater-os-impactos-economicos-do-covid-19/http:/www.grupoatta.com.br/,March
33,www.iwnsvg.com,/2020/03/25/opposition-calls-on-govt-to-disclose-covid-19-economic-package/,March
34,boulderchamber.com,/2020/03/26/approval-unlocks-billions-in-economic-recovery-loans-for-small-businesses-impacted-by-covid-19/,July
35,stevesaltfacebook.blog,/2020/03/26/economic-impact-of-covid-19/,May
36,elamerica.cl,/2020/03/27/cpc-compromete-aporte-economico-y-ofrece-un-millon-de-test-rapidos-para-enfrentar-el-covid-19/,March
37,extranewsgo.com,/2020/03/27/governo-anuncia-medidas-economicas-contra-impactos-da-covid-19/,May
38,bertmulder.com,/2020/03/28/additional-support-for-canadian-businesses-from-the-economic-impact-of-covid-19/,November
39,enterpriseceo.ng,/2020/03/29/oxford-business-group-plans-to-provide-covid19s-economic-impact-assessment-on-emerging-markets/,October
40,www.contabilidadenatv.com.br,/2020/03/a-quarentena-economica-causada-pelo-covid-19/www.facebook.com/contabilidadenatv,March
41,www.codyandjames.ca,/2020/03/canadas-covid-19-economic-response-plan-key-points-for-businesses-and-individuals/,March
42,nwasianweekly.com,/2020/03/commentary-letter-urging-you-to-advocate-for-bipartisan-efforts-to-address-the-economic-impacts-of-covid-19/,September
43,www.amchamchile.cl,/2020/03/deloitte-publica-reporte-con-medidas-economicas-ante-el-impacto-del-covid-19/,March
44,www.vanguardngr.com,/2020/03/economic-impact-of-covid-19/,May
45,www.bajanreporter.com,/2020/03/garth-wilkin-slams-timothy-harris-says-kittitians-at-home-with-no-income-and-wants-to-hear-economic-plans-on-covid-19/trackback/,March
46,miora.org,/2020/03/resources-for-angelenos-economically-impacted-by-covid-19/,July
47,minnesota.cbslocal.com,/2020/04/02/coronavirus-in-minnesota-dairy-farmers-are-feeling-the-economic-impact-of-covid-19/,May
48,english.lankapuvath.lk,/2020/04/02/president-discusses-economic-impact-of-covid-19-pandemic-with-central-bank-officials/,July
49,www.dlapiper.cl,/2020/04/02/tax-measures-aimed-to-reduce-the-economic-impact-created-by-covid-19/,May
50,www.youthvoices.live,/2020/04/02/the-economic-impact-of-covid-19/,October
51,www.comune.provvidenti.cb.it,/2020/04/04/emergenza-covid-19-avviso-ai-cittadini-sostegno-economico-per-acquisto-generi-alimentari/,October
52,www.dlapiper.cl,/2020/04/07/legal-alert-tax-measures-aimed-to-reduce-the-economic-impact-created-by-covid-19/,May
53,www.economicmodeling.com,/2020/04/09/economic-impact-of-covid-19/,May
54,americanelephant.wordpress.com,/2020/04/10/how-to-survive-the-current-covid-19-crisis-and-the-economic-crisis-as-well/,July
55,www.jowhar.com,/2020/04/13/covid-19-the-economic-impact-on-the-population-in-somalia/,May
56,techfinancials.co.za,/2020/04/14/covid-19-pandemic-bolsters-case-for-tech-based-economic-resilience/,October
57,america.cgtn.com,/2020/04/15/the-heat-economic-impact-of-covid-19,May
58,www.ocala-news.com,/2020/04/17/cep-survey-hopes-to-paint-picture-of-economic-impacts-of-covid-19-virus/,July
59,america.cgtn.com,/2020/04/18/the-heat-economic-impact-of-covid-19-2,May
60,www.futurithmic.com,/2020/04/21/how-industries-weather-economic-impact-covid-19/,May
61,jpn.up.pt,/2020/04/22/covid-19-depois-da-crise-sanitaria-ha-uma-recuperacao-economica-a-fazer/,October
62,newyorkminute.blog,/2020/04/22/cuna-mutual-group-webinars-will-explore-economic-impact-of-covid-19/,May
63,gtasconsulting.com,/2020/04/23/effects-of-novel-coronavirus-covid%E2%80%9019-on-civil-aviation-economic-impact-analysis-scenario-based-study-from-icao-on-possible-2020-impacts/,May
64,livenews.co.nz,/2020/04/24/economic-impact-of-covid-19-at-a-glance-stats-nz-media-release/,September
65,america.cgtn.com,/2020/04/24/the-heat-economic-impact-of-covid-19-in-the-u-s,May
66,www.economicmodeling.com,/2020/04/29/economic-impact-of-covid-19-on-hospitality/,May
67,guelph.ca,/2020/04/mayors-task-force-on-economic-recovery-assesses-impact-on-guelph-businesses-from-covid-19/,November
68,integracaope.com.br,/2020/04/medidas-economicas-que-visam-diminuir-impacto-do-covid-19/,May
69,www.ipsnews.net,/2020/04/the-economic-impact-of-covid-19-on-developing-countries/,November
70,www.jowhar.com,/2020/05/03/covid-19-shakes-horn-of-africa-socio-economic-and-humanitarian-impacts/,May
71,brianallmerradionetwork.wordpress.com,/2020/05/04/05-04-20-usda-secretary-secretary-perdue-statement-on-economic-injury-disaster-loans-being-available-to-u-s-agricultural-businesses-impacted-by-covid-19-pandemic/,July
72,plowsandpolitics.com,/2020/05/04/sba-to-make-economic-injury-disaster-loans-available-to-u-s-agricultural-businesses-impacted-by-covid-19-pandemic/,October
73,papajackph.com,/2020/05/05/economic-impact-of-covid19,July
74,papajackph.com,/2020/05/05/economic-impact-of-covid19/,May
75,hendersonncdowntown.com,/2020/05/05/sba-to-make-economic-injury-disaster-loans-available-to-u-s-agricultural-businesses-impacted-by-covid-19-pandemic/,May
76,venturexchange.hr,/2020/05/05/the-economic-impact-of-covid-19-in-croatia/hrk/,July
77,www.simplyconsultingsimply.co.uk,/2020/05/06/green-stimulus-can-stimulate-the-recovery-a-fascinating-and-optimistic-view-on-how-best-to-recover-from-the-economic-impact-of-the-covid-19-crisis/,November
78,news.jasa.adv.br,/2020/05/11/agu-autoriza-o-restabelecimento-do-equilibrio-economico-financeiro-do-contrato-de-concessao-em-virtude-dos-impactos-advindos-do-covid-19/,August
79,apapacific.com,/2020/05/11/navigating-and-adjusting-to-covid-19s-economic-impacts/,May
80,queenslandeconomywatch.com,/2020/05/13/economic-impact-of-covid-19-upcoming-qut-qaas-webinar/,May
81,www.9and10news.com,/2020/05/14/gov-whitmer-speaks-1-on-1-about-covid-19-economic-impact/,May
82,bizmagsb.com,/2020/05/14/united-ways-ask-families-across-louisiana-to-complete-important-survey-to-assess-economic-impact-of-covid-19/,October
83,roliscon.blog,/2020/05/17/covid-19-economic-impact-and-was-it-all-based-on-faulty-analysis/,May
84,roliscon.blog,/2020/05/17/covid-19-economic-impact-and-was-it-all-based-on-faulty-analysis/comment-page-1/,May
85,cbubanner.com,/2020/05/17/economic-impact-of-covid-19-on-riversides-small-businesses/,May
86,ge2p2-center.net,/2020/05/18/covid-19-economic-impact-could-reach-8-8-trillion-globally-new-adb-report/,May
87,brianallmerradionetwork.wordpress.com,/2020/05/19/05-19-20-co-governor-polis-and-legislative-leadership-announce-agreement-on-the-disbursement-of-federal-cares-act-funds-to-immediately-respond-to-the-covid-19-health-and-economic-crisis/,July
88,moderndiplomacy.eu,/2020/05/20/covid-19-the-eu-plan-for-the-economic-recovery/,October
89,www.maritimecyprus.com,/2020/05/21/ecsa-survey-on-economic-impact-of-covid-19-to-european-shipping/covid-19-economic-impact-to-eu-shipping/,September
90,www.missourinet.com,/2020/05/23/lawmakers-to-hear-update-on-missouri-slaughter-facilities-and-economic-impact-from-covid-19/,May
91,travelweekly.asia,/2020/05/28/economic-impact-of-covid-19-on-africa-atb-webinar/,July
92,www.economicmodeling.com,/2020/05/28/the-economic-impact-of-covid-19-on-us-sports-up-to-92-6k-lost-every-minute/,May
93,guelph.ca,/2020/05/mayors-task-force-on-economic-recovery-calls-for-local-provincial-and-federal-relief-programs-to-support-businesses-impacted-by-covid-19/,November
94,www.bloghouston.com,/2020/05/the-2020-covid-19-coronavirus-saga-on-the-death-of-george-floyd-and-the-colossal-fraud-of-the-economic-lockdowns/,November
95,patahawaii.com,/2020/05/the-economic-impacts-of-covid-19-on-hawaii/,September
96,www.unscrambled.sg,/2020/06/07/pm-lee-covid-19-is-a-public-health-issue-also-a-serious-economic-social-and-political-problem/,October
97,kadmortgage.kdsg.gov.ng,/2020/06/15/economic-impact-of-covid-19-and-the-strategies-for-recovery/,October
98,anthropology.net,/2020/06/18/a-partial-perspective-dr-dillon-mahoney-and-the-economic-impacts-of-covid19-research-on-refugee-resettlement/,July
99,abruptearthchanges.com,/2020/06/18/un-associate-we-are-entering-the-second-phase-of-covid-19-which-is-the-food-crisis-economic-crisis/,October
100,bustanews.com,/2020/06/19/currenciesdollar-and-yen-gain-over-covid-19-panic-and-economic-outlook/,October
101,30stades.com,/2020/06/19/tendu-leaves-beedi-poor-mans-cigarette-makers-tribals-deprived-during-covid-19-economic-slowdown/,October
102,www.nbcsvg.com,/2020/06/22/st-vincent-and-the-grenadines-continues-to-feel-the-economic-impact-of-covid-19/,October
103,www.nbcsvg.com,/2020/06/23/the-government-of-st-vincent-and-the-grenadines-has-embarked-on-a-number-of-food-security-initiatives-in-response-to-the-economic-impact-of-the-covid-19-pandemic-on-the-local-economy/,October
104,thefloridasqueeze.com,/2020/06/24/floridacovidepicenter-conservatives-show-once-again-they-do-not-understand-economics/,July
105,www.newealth.com.au,/2020/06/25/imf-economic-impact-covid-19/,August
106,uzairsuhaimi.blog,/2020/06/27/economic-impact-covid-19/,September
107,www.agriculture.com.ph,/2020/06/27/turning-the-negative-economic-impact-of-covid-19-situation-into-an-agricultural-boost/,October
108,slccc.net,/2020/06/29/economic-view-impact-of-covid-19-with-the-federal-reserve-webinar/,November
109,www.kevinbohnert.com,/2020/06/matthew-gardner-weekly-covid-19-housing-economic-update-6-29-2020/,October
110,johnhopebryant.com,/2020/06/operation-hope-economic-impact-now-totals-more-than-4-million-since-onset-of-covid-19-with-addition-of-new-250k-mini-grant-program.html,September
111,www.viverejesi.it,/2020/07/07/osimo-comune-di-osimo-contributi-per-le-attivit-economiche-post-covid19-pugnaloni-il-rilancio-economico-del-nostro-territorio-fondamentale/807840/index.php,September
112,districtmeasured.com,/2020/07/07/using-high-frequency-data-for-real-time-tracking-of-the-economic-impact-of-covid-19-on-the-district-of-columbia/,October
113,www.inman.com,/2020/07/10/east-coast-markets-most-vulnerable-to-economic-impacts-of-covid-19/,August
114,leadership.ng,/2020/07/11/covid-19-fg-nigerians-tasked-explore-block-chain-options-in-fight-against-poverty-economic-recession/,October
115,909originals.com,/2020/07/14/a-summer-to-forget-the-economic-impact-of-covid-19-on-the-2020-festival-season/,November
116,citiesspeak.org,/2020/07/15/local-leaders-racing-against-the-economic-impact-of-covid/,August
117,www.newealth.com.au,/2020/07/23/returning-people-to-the-workplace-safely-economic-impact-covid-19/,August
118,abac.ph,/2020/08/06/regional-experts-weigh-in-on-the-economic-impact-of-covid-19/,October
119,www.maintenanceandengineering.com,/2020/08/10/engineeringuk-dashboard-will-track-economic-impact-of-covid-19/,September
120,unaids-ap.org,/2020/08/11/socio-economic-impact-and-social-protection-for-young-key-populations-and-young-people-living-with-hiv-in-time-of-covid-19/,November
121,www.nbcsvg.com,/2020/08/21/the-ministry-of-agriculture-is-continuing-to-provide-support-to-farmers-to-help-to-cushion-the-economic-impact-of-the-covid-19-pandemic/,October
122,chicomnews.org,/2020/09/03/debt-relief-helps-but-its-still-not-enough-to-offset-the-economic-impact-of-covid-19-chinesenews/,September
123,www.kausfiles.com,/2020/09/15/laborers-union-during-the-current-covid-and-economic-crisis-pushing-for-more-h-2b-guest-worker-visas-at-a-time-when-there-is-record-unemployment-in-the-u-s-with-some-states-une/,October
124,gabbianonews.tv,/2020/09/23/panoramica-del-mercato-globale-delle-parole-chiave-2020-2025-impatto-di-covid-19-sui-piani-economici-del-settore-previsioni-di-analisi-per-vendite-entrate-e-quota-57/,October
125,gabbianonews.tv,/2020/09/23/panoramica-del-mercato-globale-delle-parole-chiave-2020-2025-impatto-di-covid-19-sui-piani-economici-del-settore-previsioni-di-analisi-per-vendite-entrate-e-quota-92/,October
126,gabbianonews.tv,/2020/09/23/panoramica-del-mercato-globale-delle-parole-chiave-2020-2025-impatto-di-covid-19-sui-piani-economici-del-settore-previsioni-di-analisi-per-vendite-entrate-e-quota-93/,October
127,leadership.ng,/2020/09/26/our-investment-in-tourism-sector-will-drive-post-covid-19-economic-recovery-says-obaseki/,October
128,gabbianonews.tv,/2020/09/26/panoramica-del-mercato-globale-delle-parole-chiave-2020-2025-impatto-di-covid-19-sui-piani-economici-del-settore-previsioni-di-analisi-per-vendite-entrate-e-quota-174/,October
129,moderndiplomacy.eu,/2020/09/29/most-countries-failing-to-protect-women-from-covid-19-economic-and-social-fallout/,October
130,www.meteoweb.eu,/2020/09/bill-gates-vaccino-anti-covid-per-tutti-per-evitare-il-disastro-morale-ed-economico/1482689/,October
131,www.time24.news,/2020/09/germany-tightens-restrictions-after-increase-in-covid-19-cases-news-on-politics-economics-and-society-in-germany-dw.html,October
132,mantras.tv,/2020/10/09/nam-countries-must-work-to-reduce-the-socio-economic-impact-of-covid-19-on-vulnerable-sections-muraleedharan__trashed/,October
133,www.radiolaser.it,/2020/10/16/emergenza-sanitaria-covid-19-sostegno-economico-incontro-a-viggiano-lunedi-19-ottobre/,October
134,primopiano.news,/2020/10/17/covid-19-a-sansepolcro-giunti-forza-italia-la-politica-cittadina-deve-interessarsi-dei-problemi-economici-di-sansepolcro-che-verranno-dopo-la-seconda-ondata-della-pandemia/,October
135,breakingnews.news,/2020/10/18/ugandas-taxi-divas-rise-from-covid-19s-economic-gloom-2/,October
136,breakingnews.news,/2020/10/18/ugandas-taxi-divas-rise-from-covid-19s-economic-gloom-3/,October
137,breakingnews.news,/2020/10/18/ugandas-taxi-divas-rise-from-covid-19s-economic-gloom/,October
138,www.zoomit.ir,/2020/3/25/346775/senate-white-house-2-trillion-stimulus-package-lessen-covid-19s-economic-impact/,May
139,www.vox.com,/2020/5/5/21222759/covid-19-recession-millennials-coronavirus-economic-impact-charts,October
140,tysonstoday.com,/2020/governor-northam-announces-70-million-rebuild-va-economic-recovery-fund-for-small-businesses-nonprofits-impacted-by-covid-19/,September
141,www.echosdafrique.com,/20200420-rwanda-aid-donors-should-ensue-money-to-mitigate-health-and-economic-impact-of-covid_19-is-not-bankrolling-rwandan-military-expeditions-in-the-drc,November
142,bizlive.vn,/247/covid-19-economic-impact-could-reach-88-trillion-globally-adb-estimates-3544437.html,July
143,vanderbilthustler.com,/31518/featured/four-things-you-need-to-know-about-economic-impacts-of-covid-19/,May
144,danefinancialllc.com,/4-covid-19-economic-stimulus-package/,March
145,stateofreform.com,/5-things/2020/09/5-things-alaska-economic-impacts-of-covid-jim-capretta-medicaid-access/,September
146,aibc.org.au,/6th-april-2020-aibc-and-ficci-webinar-on-the-economic-impact-of-covid-19-on-india-australia-trade-information/,August
147,cskteconomics.org,/8-news/53-sba-update-6-15-20-2nd-update-today-sba-s-economic-injury-disaster-loans-and-advance-program-reopened-to-all-eligible-small-businesses-and-non-profits-impacted-by-covid-19-pandemic,July
148,www.baltimorecountymd.gov,/Agencies/economicdev/about-us/covid19assistance.html,March
149,city-press.news24.com,/Business/zimbabwe-counts-economic-impact-of-covid-19-20200508,May
150,www.fdu-rwanda.com,/RW/rwanda-aid-donors-should-ensure-money-to-mitigate-health-and-economic-impact-of-covid_19-is-not-bankrolling-rwandan-military-expeditions-in-the-drc/,May
151,www.gronenonline.com,/_gronen1/2020/04/28/post-covid-19-economic-and-social-impact-in-india/,May
152,economynext.com,/a-brewing-storm-economic-impact-of-covid-19-on-sri-lanka-63036/,May
153,www.hispanicizewire.com,/a-coalition-of-hispanic-leaders-launch-hispanic-recovery-plan-to-mitigate-economic-impact-of-covid-19/,May
154,www.eliomar.com.br,/a-cultura-e-a-prevencao-e-o-enfrentamento-a-crise-socioeconomica-decorrente-da-pandemia-do-coronas-virus-covid-19/boletim-do-eliomar-coelho-cadastro/,March
155,www.eliomar.com.br,/a-cultura-e-a-prevencao-e-o-enfrentamento-a-crise-socioeconomica-decorrente-da-pandemia-do-coronas-virus-covid-19/perfil-de-eliomar-coelho,March
156,www.reporterbrasilia.com.br,/a-reforma-tributaria-no-cenario-pos-covid-novas-definicoes-mas-nenhuma-alavanca-economica-giuliano-k-gioia,October
157,www.sba.gov,/about-sba/sba-newsroom/press-releases-media-advisories/sba-make-economic-injury-disaster-loans-available-us-agricultural-businesses-impacted-covid-19,September
158,www.associaonline.com,/about/news/2020/associa-offers-guidance-for-boards-facing-economic-impact-from-covid-19,November
159,agencia.ac.gov.br,/acre-cria-grupo-de-trabalho-para-monitorar-impacto-economico-no-estado-durante-periodo-de-pandemia-de-covid-19/,March
160,www.diariolibre.com,/actualidad/presidente-anunciara-este-miercoles-nuevas-medidas-economicas-y-sociales-para-enfrentar-covid-19-EP17908693,March
161,www.diariolibre.com,/actualidad/presidente-anunciara-este-miercoles-otras-medidas-economicas-y-sociales-para-enfrentar-covid-19-EP17908693,March
162,www.accounter.co,/actualidad/superfinanciera-emite-medidas-para-apoyar-a-los-deudores-afectados-economicamente-por-el-covid-19-y-para-garantizar-la-prestacion-del-servicio-financiero.html,March
163,www.elcomercio.com,/actualidad/viceministro-produccion-perdidas-economicas-covid19.html,March
164,ccmoianes.cat,/actualitat/impacte-economic-i-social-de-la-covid-19-al-moianes-i-catalunya/impacte-economic-i-social-de-la-covid-19-al-moianes-i-catalunya-avancament-dades-abril-2020/,May
165,www.ccmoianes.cat,/actualitat/impacte-economic-i-social-de-la-covid-19-al-moianes-i-catalunya/impacte-economic-i-social-de-la-covid-19-al-moianes-i-catalunya-informe-num-2-abril-2020/,July
166,www.aparejadoresou.es,/acuerdo-convalidacion-del-real-decreto-ley-262020-7-julio-medidas-reactivacion-economica-frente-al-impacto-del-covid-19-los-ambitos-transportes-vivienda/%E2%80%9Chttp:/www.initcoms.com/%E2%80%9D,November
167,wacities.org,/advocacy/News/advocacy-news/2020/07/06/economic-impact-of-the-covid-19-emergency-hit-home-for-cities-and-the-state,September
168,wacities.org,/advocacy/news/advocacy-news/2020/03/13/legislature-adopts-final-supplemental-budgets-strong-revenue-is-tempered-by-concerns-over-the-economic-impacts-of-covid-19,October
169,news.africa,/afghanistan-new-research-shows-devastating-economic-impact-of-covid-19-on-displaced/,October
170,www.cnbcafrica.com,/africa-press-office/2020/05/30/coronavirus-africa-international-organization-for-migration-iom-european-union-eu-bolster-response-to-economic-impact-of-covid-19-on-returning-migrants-across-west-and-central-africa/%3Cbr%20/%3E,October
171,cfi.co,/africa/2020/09/world-bank-on-covid-19-in-africa-can-safety-nets-ease-social-and-economic-impacts/attachment/world-bank-on-covid-19-in-africa/,September
172,www.nigeriacommunicationsweek.com.ng,/africas-post-covid-economic-recovery-elumelu-moderates-as-world-leaders-convene-at-uba-africa-day-conversations-2020/,October
173,casino.buzz,/aga-ceo-statement-on-economic-impact-of-covid-19-on-u-s-casino-gaming-industry/,March
174,hispanicad.com,/agency/research/disparity-economic-educational-and-social-impact-covid-19-based-race-gender-and,May
175,agexporthoy.export.com.gt,/agexport-news/agexport-keeps-track-of-the-economic-impact-of-covid-19-on-guatemalas-exporting-sectors/,November
176,www.alcilenecavalcante.com.br,/alcilene/covid-19-governador-waldez-adota-medidas-socioeconomicas-para-atender-populacao-durante-quarentena,March
177,joinsapha.org,/all-event-list/economic-and-social-impacts-of-the-covid-19/,November
178,www.laotraverdad.info,/amb-y-transmetro-urgen-al-gobierno-definir-medidas-economicas-ante-impacto-del-covid-19-en-el-transporte-publico-de-pasajeros/,October
179,www.amcham.hu,/amchams_in_europe_webinar_covid19_crisis_and_economic_recovery_vol_ii_the_business_leaders_perspective,July
180,joinsapha.org,/announcement/economic-and-social-impacts-of-the-covid-19-pandemic-on-south-asians-in-the-u-s/,November
181,bocainainforma.com.br,/ao-vivo/governo-anuncia-medidas-economicas-contra-impactos-da-covid-19/,May
182,iium.edu.my,/ar/events/show/the-socio-economic-impacts-of-covid-19-in-malaysia,September
183,wap.business-standard.com,/article-amp/current-affairs/coronavirus-live-updates-india-covid-19-global-cases-death-toll-economic-package-lockdown-4-usa-maharashtra-delhi-corona-latest-news-120051300100_1.html,October
184,wap.business-standard.com,/article-amp/current-affairs/coronavirus-live-updates-total-covid-19-cases-death-toll-in-india-us-economic-crisis-lockdown-extension-maharashtra-delhi-mp-gujarat-latest-news-120050400252_1.html,October
185,richmondsentinel.ca,/article-detail/5150/social-distancing-ramps-up-as-covid-19-spreads-and-economic-toll-mounts,March
186,rewire.news,/article/2020/03/27/paying-for-an-abortion-was-already-hard-the-covid-19-economic-downturn-has-made-it-even-harder/,October
187,eubankers.net,/article/81108/covid-19-fca-response-to-tsc-inquiry-into-economic-impact,May
188,support.businessasap.com,/article/885-covid-19-sba-economic-injury-disaster-loans,March
189,www.groundup.org.za,/article/covid-19-relief-measures-can-be-aligned-black-economic-empowerment-pretoria-high-court-rules/,October
190,wap.business-standard.com,/article/current-affairs/covid-induced-economic-slowdown-doesn-t-qualify-as-internal-disturbance-sc-120100101151_1.html,October
191,www.westerncity.com,/article/economic-impact-covid-19-essential-city-services,July
192,voxeu.org,/article/economic-impact-covid-19-europe-and-us,September
193,www.voxeu.org,/article/economic-impact-covid-19-europe-and-us/,September
194,wap.business-standard.com,/article/economic-revival/covid-19-crisis-signs-of-economic-recovery-fragile-say-experts-120100400747_1.html,October
195,wap.business-standard.com,/article/economy-policy/economic-recovery-may-be-protracted-over-covid-19-head-of-equity-axis-mf-120031200556_1.html,March
196,wap.business-standard.com,/article/economy-policy/fm-sitharman-to-announce-economic-package-to-deal-with-covid-19-impact-120032600474_1.html,March
197,www.business-standard.com,/article/economy-policy/highlights-fm-announces-economic-package-to-deal-with-covid-19-impact-120032600653_1.html,March
198,wap.business-standard.com,/article/economy-policy/highlights-fm-conference-on-economic-package-to-deal-with-covid-19-impact-120032600653_1.html,March
199,wap.business-standard.com,/article/international/covid-19-to-permanently-hit-global-economic-activity-this-year-moody-s-120032300799_1.html,March
200,www.fanews.co.za,/article/investments/8/economy/1021/first-quarter-growth-figures-suggest-a-major-economic-setback-when-the-impact-of-covid-19-kicks-in/29493,November
201,wap.business-standard.com,/article/markets/covid-19-an-economic-tsunami-biz-failures-bankruptcies-coming-moody-s-120032400582_1.html,March
202,wap.business-standard.com,/article/news-ani/covid-19-a-global-economic-tsunami-millions-of-job-losses-likely-moody-s-120032400429_1.html,March
203,wap.business-standard.com,/article/news-ani/govt-likely-to-announce-economic-package-this-week-for-tackling-covid-19-downturn-120032501180_1.html,March
204,wap.business-standard.com,/article/news-ani/lebanon-s-economic-crisis-left-hospitals-in-need-of-supplies-to-combat-covid19-120032401137_1.html,March
205,wap.business-standard.com,/article/news-ani/shocking-that-promised-covid-19-economic-task-force-hasn-t-been-set-up-chidambaram-120032400342_1.html,March
206,www.cbs8.com,/article/news/local/hot-button/economic-assistance-for-san-diego-businesses-affected-by-covid-19/509-6f6c174b-8353-4775-a5e3-1a5235126f6f,March
207,wap.business-standard.com,/article/opinion/beating-covid-19-and-the-economic-pandemic-120032700080_1.html,March
208,wap.business-standard.com,/article/opinion/covid-flattening-the-economic-cost-curve-120031801553_1.html,March
209,wap.business-standard.com,/article/opinion/economic-stimulus-critical-to-cushion-the-impact-of-the-covid-19-outbreak-120032301694_1.html,March
210,wap.business-standard.com,/article/pti-stories/fm-to-announce-economic-package-soon-to-deal-with-covid-19-impact-120032600432_1.html,March
211,wap.business-standard.com,/article/pti-stories/new-economic-package-will-help-fight-covid-19-crisis-sawant-120032601070_1.html,March
212,uintacountyherald.com,/article/state-auditor-addresses-economic-impacts-of-covid-19,August
213,respondfirst.com.au,/articles/2020-03-23-what-are-the-economic-impacts-of-covid-19-on-food-businesses,July
214,intoleranciadiario.com,/articles/2020/03/27/959991-aprueba-fovissste-plan-economico-emergente-por-covid-19.html,March
215,ahdbonline.com,/articles/2983-economic-impact-of-the-covid-19-crisis,October
216,www.questionegiustizia.it,/articolo/il-covid-19-e-le-disuguaglianze-economiche_08-04-2020.php,October
217,lapenultima.info,/articulos/covid-y-goliat-lecciones-economicas/politica-de-cookies/,October
218,employmentequitynews.co.za,/as-covid-19-cases-rise-western-cape-works-on-economic-revival-plans,October
